dataset,method,precision,recall,f1,max_f1,average_precision,recall_at_100_precision,recall_at_1,runtime_sec,num_query_segments,num_reference_segments,baseline_policy,seed,ground_truth
uzh_fpv,LPGW,0.6415094339622641,0.9577464788732394,0.7683615819209039,0.7683615819209039,0.6525108803409825,0.056338028169014086,0.1267605633802817,3.996538041999999,126,90,subsample_fixed,42,canonical
uzh_fpv,DTW,0.5691056910569106,0.9859154929577465,0.7216494845360826,0.7216494845360826,0.47298990147314635,0.0,0.16901408450704225,11.35502075,126,90,subsample_fixed,42,canonical
uzh_fpv,Frechet,0.5634920634920635,1.0,0.7208121827411168,0.7208121827411168,0.4753764225668656,0.0,0.4788732394366197,61.103502792,126,90,subsample_fixed,42,canonical
uzh_fpv,Hausdorff,0.5867768595041323,1.0,0.7395833333333334,0.7395833333333334,0.5488399486752072,0.056338028169014086,0.6056338028169014,4.732340708999999,126,90,subsample_fixed,42,canonical
