base_rate,all_positive_f1,random_ap,max_f1,precision_at_max_f1,recall_at_max_f1,average_precision,recall_at_100_precision,recall_at_1,f1_over_all_positive,ap_over_random,drift_fraction,drift_metres,method,runtime_sec,num_query_segments,num_reference_segments,centered,cost_scale,lambda,distance_lambda,seed
0.5634920634920635,0.7208121827411168,0.5634920634920635,0.7291666666666667,0.5785123966942148,0.9859154929577465,0.5959364838647984,0.014084507042253521,0.14084507042253522,0.008354483925549938,0.03244442037273487,0.0,0.0,LPGW,4.85730025,126,90,False,56.53432887902825,1.0,0.2,42
0.5634920634920635,0.7208121827411168,0.5634920634920635,0.7395833333333334,0.5867768595041323,1.0,0.5488399486752072,0.056338028169014086,0.6056338028169014,0.018771150592216568,-0.014652114816856243,0.0,0.0,Hausdorff,0.24554912500000015,126,90,False,56.53432887902825,1.0,0.2,42
0.5634920634920635,0.7208121827411168,0.5634920634920635,0.7216494845360826,0.5691056910569106,0.9859154929577465,0.47298990147314635,0.0,0.16901408450704225,0.0008373017949657724,-0.09050216201891714,0.0,0.0,DTW,7.994136499999998,126,90,False,56.53432887902825,1.0,0.2,42
0.5634920634920635,0.7208121827411168,0.5634920634920635,0.7208121827411168,0.5634920634920635,1.0,0.4753764225668656,0.0,0.4788732394366197,0.0,-0.08811564092519791,0.0,0.0,Frechet,42.17384225000001,126,90,False,56.53432887902825,1.0,0.2,42
0.5634920634920635,0.7208121827411168,0.5634920634920635,0.7357512953367876,0.5819672131147541,1.0,0.5976863876406086,0.014084507042253521,0.14084507042253522,0.014939112595670823,0.03419432414854506,0.005,1.5740439412156002,LPGW,4.957068375000006,126,90,False,56.53432887902825,1.0,0.2,42
0.5634920634920635,0.7208121827411168,0.5634920634920635,0.7513227513227513,0.6016949152542372,1.0,0.4912720280174867,0.028169014084507043,0.6338028169014085,0.03051056858163448,-0.07222003547457678,0.005,1.5740439412156002,Hausdorff,0.2521044169999982,126,90,False,56.53432887902825,1.0,0.2,42
0.5634920634920635,0.7208121827411168,0.5634920634920635,0.7208121827411168,0.5634920634920635,1.0,0.4602024748156212,0.0,0.15492957746478872,0.0,-0.10328958867644228,0.005,1.5740439412156002,DTW,8.175455667000008,126,90,False,56.53432887902825,1.0,0.2,42
0.5634920634920635,0.7208121827411168,0.5634920634920635,0.7208121827411168,0.5634920634920635,1.0,0.4632344816269842,0.0,0.4788732394366197,0.0,-0.10025758186507927,0.005,1.5740439412156002,Frechet,41.04994070800001,126,90,False,56.53432887902825,1.0,0.2,42
0.5634920634920635,0.7208121827411168,0.5634920634920635,0.7357512953367876,0.5819672131147541,1.0,0.6454373698837716,0.1267605633802817,0.14084507042253522,0.014939112595670823,0.08194530639170816,0.01,3.1480878824312004,LPGW,4.729908041000002,126,90,False,56.53432887902825,1.0,0.2,42
0.5634920634920635,0.7208121827411168,0.5634920634920635,0.7391304347826088,0.6017699115044248,0.9577464788732394,0.46458212894408213,0.0,0.647887323943662,0.018318252041491956,-0.09890993454798136,0.01,3.1480878824312004,Hausdorff,0.24518545899999822,126,90,False,56.53432887902825,1.0,0.2,42
0.5634920634920635,0.7208121827411168,0.5634920634920635,0.7216494845360826,0.5691056910569106,0.9859154929577465,0.45587162331053593,0.0,0.16901408450704225,0.0008373017949657724,-0.10762044018152755,0.01,3.1480878824312004,DTW,7.713800499999991,126,90,False,56.53432887902825,1.0,0.2,42
0.5634920634920635,0.7208121827411168,0.5634920634920635,0.7244897959183673,0.568,1.0,0.46175972324579156,0.0,0.4647887323943662,0.0036776131772504606,-0.10173234024627192,0.01,3.1480878824312004,Frechet,41.603195459000005,126,90,False,56.53432887902825,1.0,0.2,42
0.5634920634920635,0.7208121827411168,0.5634920634920635,0.7244897959183673,0.568,1.0,0.5660039542203389,0.08450704225352113,0.15492957746478872,0.0036776131772504606,0.002511890728275401,0.02,6.296175764862401,LPGW,4.5604834589999825,126,90,False,56.53432887902825,1.0,0.2,42
0.5634920634920635,0.7208121827411168,0.5634920634920635,0.73224043715847,0.5982142857142857,0.9436619718309859,0.443426458088736,0.0,0.5774647887323944,0.011428254417353179,-0.1200656054033275,0.02,6.296175764862401,Hausdorff,0.24535995799999455,126,90,False,56.53432887902825,1.0,0.2,42
0.5634920634920635,0.7208121827411168,0.5634920634920635,0.7419354838709676,0.6,0.971830985915493,0.45099982949384115,0.0,0.18309859154929578,0.021123301129850836,-0.11249223399822234,0.02,6.296175764862401,DTW,7.649685084000026,126,90,False,56.53432887902825,1.0,0.2,42
0.5634920634920635,0.7208121827411168,0.5634920634920635,0.7216494845360826,0.5691056910569106,0.9859154929577465,0.4837330243382103,0.0,0.38028169014084506,0.0008373017949657724,-0.07975903915385318,0.02,6.296175764862401,Frechet,39.3906245,126,90,False,56.53432887902825,1.0,0.2,42
0.5634920634920635,0.7208121827411168,0.5634920634920635,0.7282051282051282,0.5725806451612904,1.0,0.5103742656019133,0.0,0.09859154929577464,0.007392945464011369,-0.05311779789015014,0.05,15.740439412156002,LPGW,4.6582535409999934,126,90,False,56.53432887902825,1.0,0.2,42
0.5634920634920635,0.7208121827411168,0.5634920634920635,0.744186046511628,0.6336633663366337,0.9014084507042254,0.6883885736728534,0.0,0.22535211267605634,0.023373863770511205,0.12489651018078995,0.05,15.740439412156002,Hausdorff,0.2512343749999957,126,90,False,56.53432887902825,1.0,0.2,42
0.5634920634920635,0.7208121827411168,0.5634920634920635,0.7446808510638298,0.5982905982905983,0.9859154929577465,0.5831781977805409,0.0,0.07042253521126761,0.02386866832271295,0.01968613428847743,0.05,15.740439412156002,DTW,8.148407125000006,126,90,False,56.53432887902825,1.0,0.2,42
0.5634920634920635,0.7208121827411168,0.5634920634920635,0.7453416149068322,0.6666666666666666,0.8450704225352113,0.6364645916584808,0.0,0.23943661971830985,0.024529432165715348,0.0729725281664173,0.05,15.740439412156002,Frechet,42.73398229099999,126,90,False,56.53432887902825,1.0,0.2,42
